ID,SOP_Type,SOP_Number,Item_Number,Item_Description,QTY,UOfM,Extended_Cost,Extended_Price,Unit_Cost,Unit_Price,Customer_Number,Document_Date,Requested_Ship_Date,Item_Class,Document_Status,Last Payment_Amount,SalespersonID,Posting_Status,Total_SalesYTD,Revenue,Margin,LostOnSale,MarginBucket,ActualSales,RequestedMonth,RequestedYear
INV04481_D-7872,Invoice,INV04481,D-7872,FISA Natural Sweet Flavor (F),25,KG,941.75,2433.75,37.67,97.35,GAROXA,43741,43741,DRY BLEND,Posted,52186.5,RGAYNOR,Posted,1010446.75,1492,0.613045711,Normal Revenue,More than 30%,2433.75,10,2019
INV04481_D-7746,Invoice,INV04481,D-7746,Vitamin and Mineral Juice Blend (F),25,KG,131,256.75,5.24,10.27,GAROXA,43741,43741,DRY BLEND,Posted,52186.5,RGAYNOR,Posted,1010446.75,125.75,0.489776047,Normal Revenue,More than 30%,256.75,10,2019
INV04481_I-240004A,Invoice,INV04481,I-240004A,Sucralose,25,KG,869.5,1013,34.78,40.52,GAROXA,43741,43741,RE-SALE,Posted,52186.5,RGAYNOR,Posted,1010446.75,143.5,0.14165844,Normal Revenue,Between 10% and 20%,1013,10,2019
INV04481_I-160006A,Invoice,INV04481,I-160006A,Hexametafosfato de Sodio (SHMP),25,KG,50,73.75,2,2.95,GAROXA,43741,43741,RE-SALE,Posted,52186.5,RGAYNOR,Posted,1010446.75,23.75,0.322033898,Normal Revenue,More than 30%,73.75,10,2019
INV04481_B-1097,Invoice,INV04481,B-1097,N&A Cranberry FL Juice Base,600,GAL,7996.41,14130,13.33,23.55,GAROXA,43741,43741,FJB,Posted,52186.5,RGAYNOR,Posted,1010446.75,6133.59,0.434082803,Normal Revenue,More than 30%,14130,10,2019
INV04481_B-1093,Invoice,INV04481,B-1093,N&A Grape FL Juice Base Concentrate,100,GAL,1789.4,2982,17.89,29.82,GAROXA,43741,43741,FJB,Posted,52186.5,RGAYNOR,Posted,1010446.75,1192.6,0.399932931,Normal Revenue,More than 30%,2982,10,2019
INV04481_B-1532,Invoice,INV04481,B-1532,N&A Pomegranate Passionfruit FJB,250,GAL,8355.09,15545,33.42,62.18,GAROXA,43741,43741,FJB,Posted,52186.5,RGAYNOR,Posted,1010446.75,7189.91,0.462522354,Normal Revenue,More than 30%,15545,10,2019
INV04481_B-1533,Invoice,INV04481,B-1533,N&A Guava Pineapple FJB,250,GAL,3563.36,7035,14.25,28.14,GAROXA,43741,43741,FJB,Posted,52186.5,RGAYNOR,Posted,1010446.75,3471.64,0.493481166,Normal Revenue,More than 30%,7035,10,2019
INV04481_B-1534,Invoice,INV04481,B-1534,N&A Strawberry Banana FJB,250,GAL,3746.28,7040,14.99,28.16,GAROXA,43741,43741,FJB,Posted,52186.5,RGAYNOR,Posted,1010446.75,3293.72,0.467857955,Normal Revenue,More than 30%,7040,10,2019
INV04481_B-1535,Invoice,INV04481,B-1535,N&A Strawberry Melon FJB,250,GAL,5317.56,10175,21.27,40.7,GAROXA,43741,43741,FJB,Posted,52186.5,RGAYNOR,Posted,1010446.75,4857.44,0.477389681,Normal Revenue,More than 30%,10175,10,2019
INV04481_R-1001,Invoice,INV04481,R-1001,EDTA,25,KG,371.75,496.5,14.87,19.86,GAROXA,43741,43741,RE-PACK,Posted,52186.5,RGAYNOR,Posted,1010446.75,124.75,0.251258812,Normal Revenue,Between 30% and 30%,496.5,10,2019
INV04481_SB,Invoice,INV04481,SB,Sample Box,1,Each,0,1.5,0,1.5,GAROXA,43741,43741,NON-INV,Posted,52186.5,RGAYNOR,Posted,1010446.75,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04483_B-1029,Invoice,INV04483,B-1029,N&A Fruit Punch FL Juice Base,15166.12,KG,42920.12,60967.8,2.83,4.02,SM JALEEL,43741,43741,FJB,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,18047.68,0.296019866,Normal Revenue,Between 30% and 30%,60967.8,10,2019
INV04483_SB,Invoice,INV04483,SB,Sample Box,1,Each,0,1.5,0,1.5,SM JALEEL,43741,43741,NON-INV,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04482_L-3098,Invoice,INV04482,L-3098,N&A Bubblegum FL Emulsion,201.4,KG,921.2,1429.94,4.57,7.1,SM JALEEL,43742,43742,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,508.74,0.355777165,Normal Revenue,More than 30%,1429.94,10,2019
INV04482_L-2607,Invoice,INV04482,L-2607,N&A Apple Grape FL,614.42,KG,3913.86,5197.99,6.37,8.46,SM JALEEL,43742,43742,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1284.13,0.247043569,Normal Revenue,Between 30% and 30%,5197.99,10,2019
INV04482_L-3448,Invoice,INV04482,L-3448,N&A Fruit Punch FL Emuls,505.25,KG,2580.82,5047.45,5.11,9.99,SM JALEEL,43742,43742,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,2466.63,0.488688348,Normal Revenue,More than 30%,5047.45,10,2019
INV05739_SD-1091,Invoice,INV05739,SD-1091,Nat Banana Type SD,75,KG,648,358.5,8.64,4.78,CONTINENTAL LLC,44307,44307,SPRAY DRY,Posted,2159.86,BDECLARK,Posted,418215.64,-289.5,-0.807531381,Lost on Sale,Less than 0%,358.5,4,2021
INV05742_L-4761,Invoice,INV05742,L-4761,Nat Lemon Fl WONF,3.092,KG,19.51,47.34,6.31,15.31,SURF CITY,44307,44307,FLAVOR,Posted,5654.79,BDECLARK,Posted,10092.32,27.83,0.587874947,Normal Revenue,More than 30%,47.34,4,2021
INV05706_I-170037A,Invoice,INV05706,I-170037A,"Lemon Juice Concentrate, 400 GPL, Less t",256.41,KG,564.1,825.64,2.2,3.22,INGENIEROS,44307,44307,RE-SALE,Posted,2039.49,ASTANZIOLA,Posted,16550.01,261.54,0.316772443,Normal Revenue,More than 30%,825.64,4,2021
INV05706_I-170095A,Invoice,INV05706,I-170095A,Passionfruit Juice Conc 14 Brix Nat,36.28,KG,93.6,108.84,2.58,3,INGENIEROS,44307,44307,RE-SALE,Posted,2039.49,ASTANZIOLA,Posted,16550.01,15.24,0.140022051,Normal Revenue,Between 10% and 20%,108.84,4,2021
INV05706_I-170153A,Invoice,INV05706,I-170153A,Pulpa de Tamarindo Congelada,36.28,KG,76.19,103.4,2.1,2.85,INGENIEROS,44307,44307,RE-SALE,Posted,2039.49,ASTANZIOLA,Posted,16550.01,27.21,0.263152805,Normal Revenue,Between 30% and 30%,103.4,4,2021
INV05734_L-3472,Invoice,INV05734,L-3472,Sabor Cola Parte I,529,KG,3221.61,4295.48,6.09,8.12,PETITE,44308,44308,FLAVOR,Posted,2004.8,ASTANZIOLA,Posted,597569.38,1073.87,0.25,Normal Revenue,Between 30% and 30%,4295.48,4,2021
INV05734_L-3509,Invoice,INV05734,L-3509,Cola Nat Type FL,1639.4,KG,9147.85,14918.54,5.58,9.1,PETITE,44308,44308,EMULSION,Posted,2004.8,ASTANZIOLA,Posted,597569.38,5770.69,0.386813321,Normal Revenue,More than 30%,14918.54,4,2021
INV05743_I-150022A,Invoice,INV05743,I-150022A,Xanthan Gum 200 Mesh,500,KG,1980,2485,3.96,4.97,LA DOÑA,44308,44308,RE-SALE,Posted,5642,LSANTIAGO,Posted,17838.1,505,0.203219316,Normal Revenue,Between 30% and 30%,2485,4,2021
INV05745_I-170061A,Invoice,INV05745,I-170061A,Apple Juice Concentrate 70 Brix,275,KG,420.75,618.75,1.53,2.25,PANAJUGO,44308,44308,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,198,0.32,Normal Revenue,More than 30%,618.75,4,2021
INV05745_I-210000A,Invoice,INV05745,I-210000A,Sodium Benzoate EDF Granular,25,KG,49,65,1.96,2.6,PANAJUGO,44308,44308,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,16,0.246153846,Normal Revenue,Between 30% and 30%,65,4,2021
INV05745_I-210001A,Invoice,INV05745,I-210001A,Potassium Sorbate Granular,25,KG,116.25,149.5,4.65,5.98,PANAJUGO,44308,44308,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,33.25,0.222408027,Normal Revenue,Between 30% and 30%,149.5,4,2021
INV05723_D-7835,Invoice,INV05723,D-7835,Isotonic Mineral Blend (F),20000,KG,91608.5,170000,4.58,8.5,TROPIC,44309,44309,DRY BLEND,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,78391.5,0.461126471,Normal Revenue,More than 30%,170000,4,2021
INV05736_L-1743,Invoice,INV05736,L-1743,Sabor NAT de Arándano WONF,1295.6,KG,7423.79,11427.19,5.73,8.82,FLORIDA ICE,44309,44309,FLAVOR,Posted,17590.52,LSANTIAGO,Posted,669865.49,4003.4,0.350339847,Normal Revenue,More than 30%,11427.19,4,2021
INV04512_L-3389,Invoice,INV04512,L-3389,Vanilla FL,40.3,KG,1950.92,928.51,48.41,23.04,CANNEX,43752,43752,FLAVOR,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,-1022.41,-1.101129767,Lost on Sale,Less than 0%,928.51,10,2019
INV04512_L-3350,Invoice,INV04512,L-3350,N&A Vanilla FL,50.28,KG,458.05,1012.14,9.11,20.13,CANNEX,43752,43752,FLAVOR,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,554.09,0.547444029,Normal Revenue,More than 30%,1012.14,10,2019
INV04512_SB,Invoice,INV04512,SB,Sample Box,1,Each,0,1.5,0,1.5,CANNEX,43752,43752,NON-INV,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04475_B-1266,Invoice,INV04475,B-1266,NAT Orange WONF FL Juice Base,2000,GAL,27335.68,29120,13.67,14.56,BONLAC,43753,43753,FJB,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1784.32,0.061274725,Normal Revenue,Between 0% and 10%,29120,10,2019
INV04475_SB,Invoice,INV04475,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43753,43753,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04468_I-170117A,Invoice,INV04468,I-170117A,Pineapple Juice Concentrate 60 Brix,1080,KG,1652.4,2214,1.53,2.05,TROPIDALI,43755,43755,RE-SALE,Posted,5516.56,LSANTIAGO,Posted,28984.46,561.6,0.253658537,Normal Revenue,Between 30% and 30%,2214,10,2019
INV04468_I-170047A,Invoice,INV04468,I-170047A,Orange Juice Concentrate 65 Brix,1000,KG,2480,2800,2.48,2.8,TROPIDALI,43755,43755,RE-SALE,Posted,5516.56,LSANTIAGO,Posted,28984.46,320,0.114285714,Normal Revenue,Between 10% and 20%,2800,10,2019
INV04476_B-1164,Invoice,INV04476,B-1164,N&A Concord Grape FL Juice Base,300,GAL,7744.33,8250,25.81,27.5,BONLAC,43753,43753,FJB,Posted,320188.32,LSANTIAGO,Posted,8464367.53,505.67,0.061293333,Normal Revenue,Between 0% and 10%,8250,10,2019
INV04476_SB,Invoice,INV04476,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43753,43753,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04479_L-3779,Invoice,INV04479,L-3779,N&A Vanilla FL Bourbon Type,67.146,KG,1161.63,4764.68,17.3,70.96,BONLAC,43753,43753,FLAVOR,Posted,320188.32,LSANTIAGO,Posted,8464367.53,3603.05,0.756199787,Normal Revenue,More than 30%,4764.68,10,2019
INV04479_SB,Invoice,INV04479,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43753,43753,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04511_D-7872,Invoice,INV04511,D-7872,FISA Natural Sweet Flavor (F),1,KG,37.67,98,37.67,98,PANAJUGO,43755,43755,DRY BLEND,Posted,2.74,LSANTIAGO,Posted,135891.89,60.33,0.615612245,Normal Revenue,More than 30%,98,10,2019
INV04511_I-170114A,Invoice,INV04511,I-170114A,Mango Concentrate 28 Brix,228,KG,403.56,456,1.77,2,PANAJUGO,43755,43755,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,52.44,0.115,Normal Revenue,Between 10% and 20%,456,10,2019
INV04518_L-3955,Invoice,INV04518,L-3955,N&A Vanilla FL  Bourbon Type,121.68,KG,2140.35,7048.92,17.59,57.93,INDUVECA,43755,43755,FLAVOR,Posted,4700.78,LSANTIAGO,Posted,95211.96,4908.57,0.69635774,Normal Revenue,More than 30%,7048.92,10,2019
INV04518_SB,Invoice,INV04518,SB,Sample Box,1,Each,0,1.5,0,1.5,INDUVECA,43755,43755,NON-INV,Posted,4700.78,LSANTIAGO,Posted,95211.96,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04869_L-3509,Invoice,INV04869,L-3509,Cola Nat Type FL,1639.4,KG,8468.67,14918.54,5.17,9.1,PETITE,43993,43993,EMULSION,Posted,2004.8,ASTANZIOLA,Posted,597569.38,6449.87,0.432339224,Normal Revenue,More than 30%,14918.54,6,2020
INV05000_B-1369,Invoice,INV05000,B-1369,N&A Apple FL Juice Base,1413.36,KG,4409.68,4805.42,3.12,3.4,CCN,43993,43993,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,395.74,0.082352843,Normal Revenue,Between 0% and 10%,4805.42,6,2020
INV05000_D-7769,Invoice,INV05000,D-7769,B Vitamin Blend  (F),25,KG,293,1006,11.72,40.24,CCN,43993,43993,DRY BLEND,Posted,16507.83,ASTANZIOLA,Posted,888799.68,713,0.708747515,Normal Revenue,More than 30%,1006,6,2020
INV05000_L-3568,Invoice,INV05000,L-3568,Nat Orange FL Emulsion,108,KG,510.84,1161,4.73,10.75,CCN,43993,43993,EMULSION,Posted,16507.83,ASTANZIOLA,Posted,888799.68,650.16,0.56,Normal Revenue,More than 30%,1161,6,2020
INV05000_B-1526,Invoice,INV05000,B-1526,Nat Mandarin FJB,1003,KG,4789.92,7392.11,4.78,7.37,CCN,43993,43993,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,2602.19,0.35202263,Normal Revenue,More than 30%,7392.11,6,2020
INV05000_D-7891,Invoice,INV05000,D-7891,N&A Sweeteners Solution (F),25,KG,1180.75,1521,47.23,60.84,CCN,43993,43993,DRY BLEND,Posted,16507.83,ASTANZIOLA,Posted,888799.68,340.25,0.223701512,Normal Revenue,Between 30% and 30%,1521,6,2020
INV05000_DUCA-F,Invoice,INV05000,DUCA-F,DUCA-F (EX FAUCA),1,Each,0,40,0,40,CCN,43993,43993,NON-INV,Posted,16507.83,ASTANZIOLA,Posted,888799.68,40,1,Normal Revenue,More than 30%,40,6,2020
INV05010_B-1590,Invoice,INV05010,B-1590,N&A Apple FJB,100,KG,348,0,3.48,0,CCN,43993,43993,FJB,Posted,16507.83,ASTANZIOLA,Posted,888799.68,-348,0,Lost on Sale,Between 0% and 10%,0,6,2020
INV05018_B-1266,Invoice,INV05018,B-1266,NAT Orange WONF FL Juice Base,2000,GAL,28206.34,29120,14.1,14.56,BONLAC,43997,43997,FJB,Posted,320188.32,LSANTIAGO,Posted,8464367.53,913.66,0.031375687,Normal Revenue,Between 0% and 10%,29120,6,2020
INV05030_L-4620,Invoice,INV05030,L-4620,Nat Margarita Cocktail FL,1.2,KG,0,11.48,0,9.57,SURF CITY,43980,43980,FLAVOR,Posted,5654.79,BDECLARK,Posted,10092.32,11.48,1,Normal Revenue,More than 30%,11.48,5,2020
INV05030_L-4621,Invoice,INV05030,L-4621,Nat Mai Tai Cocktail,1.5,KG,0,14.6,0,9.73,SURF CITY,43980,43980,FLAVOR,Posted,5654.79,BDECLARK,Posted,10092.32,14.6,1,Normal Revenue,More than 30%,14.6,5,2020
INV05030_L-4622,Invoice,INV05030,L-4622,Nat Moscow Mule Cocktail FL,1.6,KG,0,15.41,0,9.63,SURF CITY,43980,43980,FLAVOR,Posted,5654.79,BDECLARK,Posted,10092.32,15.41,1,Normal Revenue,More than 30%,15.41,5,2020
INV05030_L-4623,Invoice,INV05030,L-4623,Nat Soda and Lime Cocktail FL,1.4,KG,0,15.97,0,11.41,SURF CITY,43980,43980,FLAVOR,Posted,5654.79,BDECLARK,Posted,10092.32,15.97,1,Normal Revenue,More than 30%,15.97,5,2020
INV05030_D-7872,Invoice,INV05030,D-7872,FISA Natural Sweet Flavor (F),0.2,KG,7.21,18.65,36.05,93.23,SURF CITY,43980,43980,DRY BLEND,Posted,5654.79,BDECLARK,Posted,10092.32,11.44,0.613404826,Normal Revenue,More than 30%,18.65,5,2020
INV05024_L-3407,Invoice,INV05024,L-3407,Art Banana FL,76.68,KG,567.43,1269.82,7.4,16.56,CANNEX,43994,43994,FLAVOR,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,702.39,0.55314139,Normal Revenue,More than 30%,1269.82,6,2020
INV05024_L-3880,Invoice,INV05024,L-3880,N&A Strawberry FL,78.72,KG,487.27,1154.82,6.19,14.67,CANNEX,43994,43994,FLAVOR,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,667.55,0.578055455,Normal Revenue,More than 30%,1154.82,6,2020
INV05024_L-4486,Invoice,INV05024,L-4486,Art Vanilla FL,142.8,KG,1336.61,3217.28,9.36,22.53,CANNEX,43994,43994,FLAVOR,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,1880.67,0.58455279,Normal Revenue,More than 30%,3217.28,6,2020
INV05024_SB,Invoice,INV05024,SB,Sample Box,1,Each,0,1.5,0,1.5,CANNEX,43994,43994,NON-INV,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,1.5,1,Normal Revenue,More than 30%,1.5,6,2020
INV05025_L-4590,Invoice,INV05025,L-4590,Yellow #5 Color Phase,59.25,KG,284.4,605.54,4.8,10.22,CANNEX,43994,43993,FLAVOR,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,321.14,0.530336559,Normal Revenue,More than 30%,605.54,6,2020
INV05018_SB,Invoice,INV05018,SB,Sample Box,1,Each,0,1.5,0,1.5,BONLAC,43997,43997,NON-INV,Posted,320188.32,LSANTIAGO,Posted,8464367.53,1.5,1,Normal Revenue,More than 30%,1.5,6,2020
INV05031_D-7929,Invoice,INV05031,D-7929,UHT Hollandia Stabilizer low cost,5443.2,KG,32006.02,45995.04,5.88,8.45,CANNEX,43997,43997,RE-SALE,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,13989.02,0.304141925,Normal Revenue,More than 30%,45995.04,6,2020
INV05027_I-210001A,Invoice,INV05027,I-210001A,Potassium Sorbate Granular,425,KG,1980.5,2541.5,4.66,5.98,BONLAC,43999,43999,RE-SALE,Posted,320188.32,LSANTIAGO,Posted,8464367.53,561,0.220735786,Normal Revenue,Between 30% and 30%,2541.5,6,2020
INV05028_I-160006A,Invoice,INV05028,I-160006A,Hexametafosfato de Sodio (SHMP),25,KG,50,73.75,2,2.95,BONLAC,43999,43999,RE-SALE,Posted,320188.32,LSANTIAGO,Posted,8464367.53,23.75,0.322033898,Normal Revenue,More than 30%,73.75,6,2020
INV05157_D-7929,Invoice,INV05157,D-7929,UHT Hollandia Stabilizer low cost,6350.35,KG,35371.45,52072.87,5.57,8.2,CANNEX,44070,44070,RE-SALE,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,16701.42,0.320731698,Normal Revenue,More than 30%,52072.87,8,2020
INV05157_D-7788,Invoice,INV05157,D-7788,Hollandia Stabilizer Blend 284-151-A,2721.58,KG,16166.18,20820.09,5.94,7.65,CANNEX,44070,44070,RE-SALE,Posted,66678.76,ASTANZIOLA,Posted,2195688.4,4653.91,0.223529773,Normal Revenue,Between 30% and 30%,20820.09,8,2020
INV05151_D-7835,Invoice,INV05151,D-7835,Isotonic Mineral Blend (F),14150,KG,64649.75,120275,4.57,8.5,TROPIC,44070,44070,DRY BLEND,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,55625.25,0.462483891,Normal Revenue,More than 30%,120275,8,2020
INV05152_L-2492,Invoice,INV05152,L-2492,N&A Kiwi Melon FL,1810,KG,14118,29412.5,7.8,16.25,TROPIC,44070,44070,FLAVOR,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,15294.5,0.52,Normal Revenue,More than 30%,29412.5,8,2020
INV05153_L-2608,Invoice,INV05153,L-2608,N&A Creme Soda FL,76,KG,1221.32,1931.16,16.07,25.41,TROPIC,44070,44070,FLAVOR,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,709.84,0.367571822,Normal Revenue,More than 30%,1931.16,8,2020
INV05153_SB,Invoice,INV05153,SB,Sample Box,1,Each,0,1.5,0,1.5,TROPIC,44070,44070,NON-INV,Posted,193225.16,ASTANZIOLA,Posted,10672799.38,1.5,1,Normal Revenue,More than 30%,1.5,8,2020
INV05146_R-1000,Invoice,INV05146,R-1000,Caramel Color 034,72.18,KG,170.34,224.48,2.36,3.11,BONLAC,44074,44074,RE-PACK,Posted,320188.32,LSANTIAGO,Posted,8464367.53,54.14,0.241179615,Normal Revenue,Between 30% and 30%,224.48,8,2020
INV05147_B-1163,Invoice,INV05147,B-1163,NAT Grapefruit FL Juice Base,300,GAL,6469.47,9615,21.56,32.05,BONLAC,44074,44074,FJB,Posted,320188.32,LSANTIAGO,Posted,8464367.53,3145.53,0.327148206,Normal Revenue,More than 30%,9615,8,2020
INV04482_L-1939,Invoice,INV04482,L-1939,NAT Lemon Black Tea FL WONF,58.8,KG,362.79,667.97,6.17,11.36,SM JALEEL,43742,43742,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,305.18,0.456876806,Normal Revenue,More than 30%,667.97,10,2019
INV04482_SB,Invoice,INV04482,SB,Sample Box,1,Each,0,1.5,0,1.5,SM JALEEL,43742,43742,NON-INV,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04484_L-2607,Invoice,INV04484,L-2607,N&A Apple Grape FL,1010.82,KG,6438.92,8551.54,6.37,8.46,SM JALEEL,43742,43742,FLAVOR,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,2112.62,0.247045561,Normal Revenue,Between 30% and 30%,8551.54,10,2019
INV04484_L-3448,Invoice,INV04484,L-3448,N&A Fruit Punch FL Emuls,303.15,KG,1549.09,3028.47,5.11,9.99,SM JALEEL,43742,43742,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,1479.38,0.488490888,Normal Revenue,More than 30%,3028.47,10,2019
INV04484_L-1688,Invoice,INV04484,L-1688,NAT Cloud Emuls,518.18,KG,2181.54,3010.63,4.21,5.81,SM JALEEL,43742,43742,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,829.09,0.275387543,Normal Revenue,Between 30% and 30%,3010.63,10,2019
INV04484_E-0158,Invoice,INV04484,E-0158,N&A Guava Pineapple FL Emls,801.292,KG,3880.65,6770.92,4.84,8.45,SM JALEEL,43742,43742,EMULSION,Posted,160606.4,ASTANZIOLA,Posted,7852497.22,2890.27,0.426865182,Normal Revenue,More than 30%,6770.92,10,2019
INV04492_D-7872,Invoice,INV04492,D-7872,FISA Natural Sweet Flavor (F),0.1,kG,3.76,0,37.6,0,DESINID,43745,43745,DRY BLEND,Posted,1089.25,LSANTIAGO,Posted,1089.25,-3.76,0,Lost on Sale,Between 0% and 10%,0,10,2019
INV04493_I-170047A,Invoice,INV04493,I-170047A,Orange Juice Concentrate 65 Brix,250,KG,620,812.5,2.48,3.25,PANAJUGO,43746,43746,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,192.5,0.236923077,Normal Revenue,Between 30% and 30%,812.5,10,2019
INV04493_I-170117A,Invoice,INV04493,I-170117A,Pineapple Juice Concentrate 60 Brix,270,KG,413.1,612.9,1.53,2.27,PANAJUGO,43746,43746,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,199.8,0.325991189,Normal Revenue,More than 30%,612.9,10,2019
INV04493_L-1259,Invoice,INV04493,L-1259,Cloud Emulsion,5,GAL,84.79,173.6,16.96,34.72,PANAJUGO,43746,43746,EMULSION,Posted,2.74,LSANTIAGO,Posted,135891.89,88.81,0.511578341,Normal Revenue,More than 30%,173.6,10,2019
INV04493_I-030010A,Invoice,INV04493,I-030010A,Citric Acid Anhydrous,50,KG,52.5,77.5,1.05,1.55,PANAJUGO,43746,43746,RE-SALE,Posted,2.74,LSANTIAGO,Posted,135891.89,25,0.322580645,Normal Revenue,More than 30%,77.5,10,2019
INV04495_SD-1035,Invoice,INV04495,SD-1035,Nat Classic Creamy Vanilla Type SD (CF-3100309),10,KG,89.9,85.7,8.99,8.57,CONTINENTAL LLC,43746,43746,SPRAY DRY,Posted,2159.86,,Posted,418215.64,-4.2,-0.049008168,Lost on Sale,Less than 0%,85.7,10,2019
INV04477_I-160006A,Invoice,INV04477,I-160006A,Hexametafosfato de Sodio (SHMP),50,KG,100,147.5,2,2.95,BONLAC,43747,43747,RE-SALE,Posted,320188.32,LSANTIAGO,Posted,8464367.53,47.5,0.322033898,Normal Revenue,More than 30%,147.5,10,2019
INV04478_I-030022A,Invoice,INV04478,I-030022A,Malic Acid,300,kG,726,981,2.42,3.27,BONLAC,43747,43747,RE-SALE,Posted,320188.32,LSANTIAGO,Posted,8464367.53,255,0.259938838,Normal Revenue,Between 30% and 30%,981,10,2019
INV04480_I-150022A,Invoice,INV04480,I-150022A,Xanthan Gum 200 Mesh,175,KG,472.5,705.25,2.7,4.03,BONLAC,43747,43747,RE-SALE,Posted,320188.32,LSANTIAGO,Posted,8464367.53,232.75,0.330024814,Normal Revenue,More than 30%,705.25,10,2019
INV04496_I-170061A,Invoice,INV04496,I-170061A,Apple Juice Concentrate 70 Brix,1375,KG,2227.5,2351.25,1.62,1.71,AJECEN,43747,43747,RE-SALE,Posted,1633.5,LSANTIAGO,Posted,68442.19,123.75,0.052631579,Normal Revenue,Between 0% and 10%,2351.25,10,2019
INV04501_SD-1035,Invoice,INV04501,SD-1035,Nat Classic Creamy Vanilla Type SD (CF-3100309),19,KG,186.39,162.83,9.81,8.57,CONTINENTAL LLC,43747,43747,SPRAY DRY,Posted,2159.86,BDECLARK,Posted,418215.64,-23.56,-0.144690782,Lost on Sale,Less than 0%,162.83,10,2019
INV04450_N-020004A,Invoice,INV04450,N-020004A,Ethyl alcohol 190 Proof (Etanol) (Conapred),1215.6,KG,1872.02,2406.89,1.54,1.98,BONLAC,43749,43749,RE-SALE,Posted,320188.32,LSANTIAGO,Posted,8464367.53,534.87,0.22222453,Normal Revenue,Between 30% and 30%,2406.89,10,2019
INV04498_L-1743,Invoice,INV04498,L-1743,Sabor NAT de Arándano WONF,1000.4,KG,5792.64,8823.53,5.79,8.82,FLORIDA ICE,43748,43748,FLAVOR,Posted,17590.52,LSANTIAGO,Posted,669865.49,3030.89,0.343500844,Normal Revenue,More than 30%,8823.53,10,2019
INV04498_L-2185,Invoice,INV04498,L-2185,Nat Pina Papaya FL,307.8,KG,1997.62,2210,6.49,7.18,FLORIDA ICE,43748,43748,FLAVOR,Posted,17590.52,LSANTIAGO,Posted,669865.49,212.38,0.096099548,Normal Revenue,Between 0% and 10%,2210,10,2019
INV04498_SB,Invoice,INV04498,SB,Sample Box,1,Each,0,1.5,0,1.5,FLORIDA ICE,43748,43748,NON-INV,Posted,17590.52,LSANTIAGO,Posted,669865.49,1.5,1,Normal Revenue,More than 30%,1.5,10,2019
INV04498_DUCA-F,Invoice,INV04498,DUCA-F,DUCA-F (EX FAUCA),1,Each,0,40,0,40,FLORIDA ICE,43748,43748,NON-INV,Posted,17590.52,LSANTIAGO,Posted,669865.49,40,1,Normal Revenue,More than 30%,40,10,2019
